Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed
101915,07-03-2026 17:44,05-03-2026 05:44,05-03-2026 05:44,Ahmedabad,490,HOMICIDE,57,F,Firearm,Fire Accident,8,Yes,24-05-2026 17:44
101916,24-11-2026 03:32,23-11-2026 03:32,23-11-2026 03:32,Hyderabad,362,SEXUAL ASSAULT,45,F,Blunt Object,Violent Crime,27,Yes,09-12-2026 03:32
101917,28-12-2026 13:03,27-12-2026 05:03,27-12-2026 05:03,Ahmedabad,427,SEXUAL ASSAULT,62,F,Poison,Violent Crime,10,Yes,23-02-2027 13:03
101918,09-03-2026 20:11,07-03-2026 06:11,07-03-2026 06:11,Patna,224,SHOPLIFTING,34,M,Poison,Fire Accident,7,Yes,01-06-2026 20:11
101919,06-10-2026 03:17,03-10-2026 04:17,03-10-2026 04:17,Nagpur,211,VANDALISM,64,F,Knife,Violent Crime,15,Yes,12-12-2026 03:17
101920,06-06-2026 11:34,05-06-2026 05:34,05-06-2026 05:34,Hyderabad,153,ILLEGAL POSSESSION,20,M,Poison,Fire Accident,16,Yes,27-06-2026 11:34
101921,08-11-2026 00:15,07-11-2026 03:15,07-11-2026 03:15,Vasai,175,ILLEGAL POSSESSION,28,F,Blunt Object,Violent Crime,17,Yes,22-11-2026 00:15
101922,30-01-2026 17:27,28-01-2026 23:27,28-01-2026 23:27,Kalyan,154,HOMICIDE,67,M,None,Other Crime,12,No,
101923,25-05-2026 15:38,25-05-2026 06:38,25-05-2026 06:38,Meerut,535,VANDALISM,16,M,Other,Other Crime,6,No,
101924,12-10-2026 04:15,10-10-2026 00:15,10-10-2026 00:15,Nashik,226,DRUG OFFENSE,67,M,Explosives,Traffic Fatality,1,No,
101925,11-07-2026 10:22,10-07-2026 13:22,10-07-2026 13:22,Jaipur,310,EXTORTION,60,F,Knife,Other Crime,23,Yes,27-08-2026 10:22
101926,16-10-2026 03:13,14-10-2026 04:13,14-10-2026 04:13,Jaipur,210,COUNTERFEITING,44,F,Firearm,Fire Accident,21,Yes,08-12-2026 03:13
101927,15-07-2026 14:30,14-07-2026 13:30,14-07-2026 13:30,Mumbai,379,FIREARM OFFENSE,58,M,Blunt Object,Fire Accident,28,Yes,26-08-2026 14:30
101928,18-02-2026 01:15,17-02-2026 20:15,17-02-2026 20:15,Patna,280,SEXUAL ASSAULT,29,M,Firearm,Other Crime,21,Yes,28-04-2026 01:15
101929,17-10-2026 18:43,16-10-2026 16:43,16-10-2026 16:43,Agra,240,ARSON,25,F,Blunt Object,Fire Accident,20,Yes,02-01-2027 18:43
101930,22-03-2026 11:34,19-03-2026 11:34,19-03-2026 11:34,Meerut,118,PUBLIC INTOXICATION,19,F,Firearm,Violent Crime,5,No,
101931,05-08-2026 18:43,03-08-2026 22:43,03-08-2026 22:43,Mumbai,392,FRAUD,15,M,Explosives,Other Crime,2,No,
101932,08-10-2026 09:25,06-10-2026 17:25,06-10-2026 17:25,Ghaziabad,538,SHOPLIFTING,13,F,None,Violent Crime,30,No,
101933,14-02-2026 12:56,11-02-2026 12:56,11-02-2026 12:56,Ahmedabad,397,BURGLARY,25,F,Blunt Object,Traffic Fatality,14,Yes,08-04-2026 12:56
101934,08-03-2026 17:29,07-03-2026 10:29,07-03-2026 10:29,Vasai,356,FIREARM OFFENSE,23,M,Explosives,Fire Accident,9,No,
101935,29-12-2026 03:33,28-12-2026 21:33,28-12-2026 21:33,Thane,347,FRAUD,62,M,None,Other Crime,7,No,
101936,29-09-2026 23:52,28-09-2026 20:52,28-09-2026 20:52,Jaipur,267,HOMICIDE,19,M,Knife,Fire Accident,4,Yes,05-11-2026 23:52
101937,29-08-2026 14:23,28-08-2026 06:23,28-08-2026 06:23,Chennai,331,ARSON,45,M,None,Traffic Fatality,29,No,
101938,03-04-2026 01:42,02-04-2026 01:42,02-04-2026 01:42,Jaipur,144,VEHICLE - STOLEN,64,M,Blunt Object,Fire Accident,25,No,
101939,06-10-2026 20:13,04-10-2026 12:13,04-10-2026 12:13,Kalyan,302,DOMESTIC VIOLENCE,75,M,None,Other Crime,17,No,
101940,15-10-2026 16:36,14-10-2026 07:36,14-10-2026 07:36,Lucknow,118,DOMESTIC VIOLENCE,43,F,Firearm,Fire Accident,3,No,
101941,28-04-2026 17:59,26-04-2026 23:59,26-04-2026 23:59,Lucknow,478,IDENTITY THEFT,18,M,Knife,Other Crime,10,No,
101942,15-01-2026 23:25,15-01-2026 01:25,15-01-2026 01:25,Rajkot,145,IDENTITY THEFT,20,F,Firearm,Fire Accident,20,Yes,21-02-2026 23:25
101943,23-09-2026 21:43,21-09-2026 18:43,21-09-2026 18:43,Lucknow,191,DRUG OFFENSE,34,F,Firearm,Traffic Fatality,17,No,
101944,27-03-2026 23:04,27-03-2026 02:04,27-03-2026 02:04,Ahmedabad,532,CYBERCRIME,50,F,Other,Traffic Fatality,21,Yes,30-04-2026 23:04
101945,04-04-2026 15:58,02-04-2026 11:58,02-04-2026 11:58,Visakhapatnam,432,TRAFFIC VIOLATION,40,F,Firearm,Fire Accident,29,Yes,12-06-2026 15:58
101946,29-03-2026 19:43,28-03-2026 12:43,28-03-2026 12:43,Kolkata,201,FIREARM OFFENSE,80,M,None,Other Crime,9,Yes,11-05-2026 19:43
101947,08-04-2026 23:45,08-04-2026 05:45,08-04-2026 05:45,Lucknow,120,EXTORTION,46,M,Firearm,Traffic Fatality,14,No,
101948,10-06-2026 17:00,10-06-2026 16:00,10-06-2026 16:00,Kolkata,174,DOMESTIC VIOLENCE,60,F,Explosives,Other Crime,25,No,
101949,28-02-2026 22:24,26-02-2026 22:24,26-02-2026 22:24,Ludhiana,449,VANDALISM,50,F,Blunt Object,Violent Crime,18,Yes,21-05-2026 22:24
101950,15-09-2026 01:14,14-09-2026 16:14,14-09-2026 16:14,Bhopal,383,BURGLARY,32,M,Poison,Fire Accident,26,No,
101951,19-04-2026 12:46,16-04-2026 17:46,16-04-2026 17:46,Thane,371,ILLEGAL POSSESSION,73,M,None,Violent Crime,29,Yes,01-06-2026 12:46
101952,26-10-2026 21:08,26-10-2026 19:08,26-10-2026 19:08,Kolkata,108,ARSON,75,F,Poison,Other Crime,29,No,
101953,09-03-2026 00:08,06-03-2026 01:08,06-03-2026 01:08,Faridabad,541,SEXUAL ASSAULT,59,M,Poison,Other Crime,11,No,
101954,03-08-2026 08:43,01-08-2026 01:43,01-08-2026 01:43,Nagpur,429,VANDALISM,19,F,Knife,Violent Crime,26,No,
101955,23-03-2026 14:17,22-03-2026 22:17,22-03-2026 22:17,Pune,374,IDENTITY THEFT,12,M,Knife,Fire Accident,22,Yes,06-05-2026 14:17
101956,28-04-2026 05:22,27-04-2026 11:22,27-04-2026 11:22,Nagpur,347,ASSAULT,50,M,Poison,Violent Crime,9,Yes,20-05-2026 05:22
101957,02-12-2026 01:55,01-12-2026 14:55,01-12-2026 14:55,Indore,333,ILLEGAL POSSESSION,37,M,Explosives,Other Crime,17,No,
101958,15-03-2026 15:07,13-03-2026 20:07,13-03-2026 20:07,Lucknow,245,TRAFFIC VIOLATION,30,M,Blunt Object,Violent Crime,14,No,
101959,02-03-2026 20:19,28-02-2026 19:19,28-02-2026 19:19,Visakhapatnam,110,ARSON,74,F,Explosives,Fire Accident,6,Yes,17-03-2026 20:19
101960,25-01-2026 06:39,23-01-2026 20:39,23-01-2026 20:39,Lucknow,462,ILLEGAL POSSESSION,24,M,Blunt Object,Violent Crime,26,Yes,03-02-2026 06:39
101961,19-03-2026 22:10,18-03-2026 12:10,18-03-2026 12:10,Vasai,444,FRAUD,58,F,Poison,Traffic Fatality,13,Yes,28-04-2026 22:10
101962,01-03-2026 08:34,27-02-2026 21:34,27-02-2026 21:34,Meerut,435,TRAFFIC VIOLATION,28,M,Knife,Fire Accident,2,No,
101963,24-02-2026 10:18,23-02-2026 19:18,23-02-2026 19:18,Bangalore,102,KIDNAPPING,75,F,Poison,Traffic Fatality,3,No,
101964,15-02-2026 23:44,14-02-2026 04:44,14-02-2026 04:44,Ghaziabad,479,HOMICIDE,30,F,Poison,Traffic Fatality,27,Yes,11-04-2026 23:44
101965,22-07-2026 02:33,21-07-2026 09:33,21-07-2026 09:33,Kolkata,370,DOMESTIC VIOLENCE,61,M,Poison,Traffic Fatality,22,No,
101966,06-12-2026 06:20,05-12-2026 02:20,05-12-2026 02:20,Pune,146,SEXUAL ASSAULT,70,F,None,Fire Accident,15,Yes,25-01-2027 06:20
101967,20-09-2026 23:42,20-09-2026 18:42,20-09-2026 18:42,Visakhapatnam,481,DRUG OFFENSE,34,F,Firearm,Fire Accident,23,No,
101968,07-04-2026 14:09,05-04-2026 20:09,05-04-2026 20:09,Mumbai,293,TRAFFIC VIOLATION,59,M,Firearm,Traffic Fatality,26,Yes,21-04-2026 14:09
101969,09-02-2026 14:53,06-02-2026 14:53,06-02-2026 14:53,Surat,347,ASSAULT,13,M,Other,Fire Accident,26,No,
101970,01-05-2026 13:55,29-04-2026 21:55,29-04-2026 21:55,Pune,338,DRUG OFFENSE,26,M,None,Fire Accident,24,Yes,02-05-2026 13:55
101971,09-08-2026 22:26,08-08-2026 02:26,08-08-2026 02:26,Visakhapatnam,173,VEHICLE - STOLEN,27,F,Other,Other Crime,9,No,
101972,07-11-2026 02:39,05-11-2026 22:39,05-11-2026 22:39,Patna,360,FIREARM OFFENSE,13,M,Explosives,Other Crime,19,Yes,09-12-2026 02:39
101973,04-09-2026 12:53,02-09-2026 12:53,02-09-2026 12:53,Srinagar,134,ILLEGAL POSSESSION,34,M,Other,Violent Crime,25,Yes,11-09-2026 12:53
101974,08-05-2026 19:30,06-05-2026 18:30,06-05-2026 18:30,Nagpur,566,FIREARM OFFENSE,24,F,Knife,Other Crime,17,Yes,12-07-2026 19:30
101975,23-12-2026 17:27,23-12-2026 02:27,23-12-2026 02:27,Kalyan,228,SEXUAL ASSAULT,14,M,Explosives,Fire Accident,8,Yes,29-12-2026 17:27
101976,05-08-2026 22:37,04-08-2026 15:37,04-08-2026 15:37,Indore,235,FRAUD,32,M,Poison,Other Crime,16,No,
101977,21-07-2026 02:02,18-07-2026 11:02,18-07-2026 11:02,Bhopal,405,CYBERCRIME,77,M,Knife,Traffic Fatality,23,Yes,30-08-2026 02:02
101978,12-02-2026 01:28,10-02-2026 12:28,10-02-2026 12:28,Ludhiana,477,ASSAULT,36,F,Poison,Fire Accident,6,Yes,29-04-2026 01:28
101979,18-07-2026 00:29,16-07-2026 17:29,16-07-2026 17:29,Kalyan,195,SHOPLIFTING,24,M,Explosives,Violent Crime,19,No,
101980,10-09-2026 11:03,08-09-2026 18:03,08-09-2026 18:03,Visakhapatnam,145,TRAFFIC VIOLATION,70,F,Knife,Other Crime,2,Yes,18-09-2026 11:03
101981,26-07-2026 22:12,23-07-2026 22:12,23-07-2026 22:12,Pune,524,DRUG OFFENSE,29,F,Firearm,Violent Crime,7,No,
101982,19-09-2026 15:38,18-09-2026 08:38,18-09-2026 08:38,Rajkot,561,DRUG OFFENSE,22,F,Firearm,Fire Accident,15,Yes,03-10-2026 15:38
101983,28-07-2026 12:54,28-07-2026 11:54,28-07-2026 11:54,Vasai,188,DOMESTIC VIOLENCE,30,F,Firearm,Fire Accident,19,No,
101984,23-06-2026 17:52,22-06-2026 22:52,22-06-2026 22:52,Faridabad,274,IDENTITY THEFT,47,F,Blunt Object,Other Crime,30,Yes,27-06-2026 17:52
101985,06-09-2026 17:43,06-09-2026 09:43,06-09-2026 09:43,Chennai,460,ASSAULT,67,M,Firearm,Fire Accident,18,Yes,14-09-2026 17:43
101986,21-06-2026 23:05,20-06-2026 07:05,20-06-2026 07:05,Mumbai,513,FRAUD,74,F,Blunt Object,Traffic Fatality,30,Yes,24-08-2026 23:05
101987,28-04-2026 01:34,27-04-2026 15:34,27-04-2026 15:34,Surat,302,SHOPLIFTING,24,F,Firearm,Traffic Fatality,24,No,
101988,16-02-2026 12:21,15-02-2026 22:21,15-02-2026 22:21,Delhi,535,EXTORTION,12,M,None,Other Crime,27,Yes,20-03-2026 12:21
101989,15-06-2026 03:06,13-06-2026 02:06,13-06-2026 02:06,Faridabad,558,DOMESTIC VIOLENCE,73,M,Blunt Object,Fire Accident,19,Yes,08-09-2026 03:06
101990,09-10-2026 15:08,07-10-2026 23:08,07-10-2026 23:08,Thane,105,PUBLIC INTOXICATION,72,F,Other,Fire Accident,27,Yes,14-12-2026 15:08
101991,23-09-2026 05:30,23-09-2026 01:30,23-09-2026 01:30,Kolkata,183,FIREARM OFFENSE,46,M,Other,Traffic Fatality,7,Yes,24-09-2026 05:30
101992,21-04-2026 22:37,20-04-2026 00:37,20-04-2026 00:37,Lucknow,341,IDENTITY THEFT,28,M,Firearm,Fire Accident,13,No,
101993,26-12-2026 21:23,24-12-2026 14:23,24-12-2026 14:23,Rajkot,117,COUNTERFEITING,38,F,Knife,Fire Accident,16,Yes,14-02-2027 21:23
101994,01-04-2026 05:40,01-04-2026 04:40,01-04-2026 04:40,Jaipur,462,SHOPLIFTING,46,M,Poison,Fire Accident,23,No,
101995,25-04-2026 10:50,22-04-2026 16:50,22-04-2026 16:50,Nashik,417,SHOPLIFTING,73,F,Explosives,Fire Accident,18,Yes,22-06-2026 10:50
101996,22-03-2026 08:30,20-03-2026 10:30,20-03-2026 10:30,Pune,508,ASSAULT,38,M,None,Traffic Fatality,23,No,
101997,10-03-2026 02:19,08-03-2026 08:19,08-03-2026 08:19,Kalyan,260,ARSON,20,M,Knife,Other Crime,9,Yes,06-06-2026 02:19
101998,29-12-2026 05:39,26-12-2026 19:39,26-12-2026 19:39,Surat,286,ROBBERY,54,M,Explosives,Violent Crime,30,Yes,26-01-2027 05:39
101999,24-12-2026 01:11,23-12-2026 07:11,23-12-2026 07:11,Rajkot,289,KIDNAPPING,27,M,Firearm,Traffic Fatality,5,Yes,29-12-2026 01:11
102000,15-05-2026 11:42,14-05-2026 08:42,14-05-2026 08:42,Varanasi,302,ARSON,41,M,Firearm,Fire Accident,7,Yes,09-07-2026 11:42
102001,06-10-2027 06:01,03-10-2027 10:01,03-10-2027 10:01,Visakhapatnam,156,IDENTITY THEFT,80,F,Explosives,Other Crime,28,Yes,22-11-2027 06:01
102002,27-07-2027 13:24,26-07-2027 02:24,26-07-2027 02:24,Bangalore,342,EXTORTION,26,M,Firearm,Violent Crime,5,Yes,22-09-2027 13:24
102003,03-07-2027 00:50,30-06-2027 22:50,30-06-2027 22:50,Srinagar,372,PUBLIC INTOXICATION,32,F,Firearm,Violent Crime,1,Yes,15-09-2027 00:50
102004,01-05-2027 07:07,29-04-2027 00:07,29-04-2027 00:07,Delhi,563,IDENTITY THEFT,44,F,None,Other Crime,30,No,
102005,20-07-2027 11:23,20-07-2027 08:23,20-07-2027 08:23,Thane,139,TRAFFIC VIOLATION,65,M,Poison,Violent Crime,10,No,
102006,06-11-2027 18:01,06-11-2027 16:01,06-11-2027 16:01,Surat,544,HOMICIDE,45,F,Firearm,Fire Accident,27,Yes,18-11-2027 18:01
102007,03-02-2027 02:41,03-02-2027 00:41,03-02-2027 00:41,Srinagar,302,IDENTITY THEFT,11,F,None,Violent Crime,26,Yes,11-04-2027 02:41
102008,11-12-2027 06:46,08-12-2027 09:46,08-12-2027 09:46,Mumbai,510,TRAFFIC VIOLATION,15,M,Firearm,Violent Crime,3,Yes,04-01-2028 06:46
102009,27-12-2027 15:26,25-12-2027 16:26,25-12-2027 16:26,Lucknow,481,VANDALISM,33,F,Firearm,Fire Accident,22,No,
102010,06-05-2027 07:21,04-05-2027 16:21,04-05-2027 16:21,Ludhiana,505,ASSAULT,80,F,Explosives,Traffic Fatality,22,Yes,02-07-2027 07:21
102011,27-06-2027 04:25,24-06-2027 17:25,24-06-2027 17:25,Thane,408,SEXUAL ASSAULT,14,F,Explosives,Violent Crime,18,Yes,16-07-2027 04:25
102012,12-06-2027 20:28,10-06-2027 12:28,10-06-2027 12:28,Lucknow,583,SEXUAL ASSAULT,29,F,Other,Violent Crime,8,No,
102013,18-03-2027 08:07,18-03-2027 05:07,18-03-2027 05:07,Hyderabad,514,ASSAULT,19,M,Other,Other Crime,3,Yes,30-05-2027 08:07
102014,07-12-2027 08:43,05-12-2027 22:43,05-12-2027 22:43,Kalyan,595,FRAUD,12,M,Other,Violent Crime,9,No,
102015,18-06-2027 04:18,17-06-2027 20:18,17-06-2027 20:18,Agra,562,EXTORTION,48,M,Blunt Object,Violent Crime,3,Yes,12-08-2027 04:18
102016,05-02-2027 00:25,03-02-2027 14:25,03-02-2027 14:25,Agra,529,VANDALISM,30,F,Firearm,Fire Accident,30,No,
102017,01-03-2027 18:07,01-03-2027 04:07,01-03-2027 04:07,Nagpur,345,TRAFFIC VIOLATION,28,F,Poison,Violent Crime,4,Yes,08-05-2027 18:07
102018,15-11-2027 08:08,13-11-2027 12:08,13-11-2027 12:08,Kolkata,376,ILLEGAL POSSESSION,11,F,Poison,Violent Crime,23,No,
102019,29-10-2027 20:23,29-10-2027 04:23,29-10-2027 04:23,Kolkata,500,SEXUAL ASSAULT,45,M,None,Violent Crime,5,No,
102020,29-08-2027 06:36,27-08-2027 23:36,27-08-2027 23:36,Nashik,523,PUBLIC INTOXICATION,80,F,Poison,Violent Crime,25,No,
102021,09-06-2027 03:32,07-06-2027 03:32,07-06-2027 03:32,Bangalore,142,ROBBERY,30,F,Explosives,Other Crime,8,No,
102022,20-08-2027 11:09,19-08-2027 14:09,19-08-2027 14:09,Bhopal,430,IDENTITY THEFT,70,M,Blunt Object,Violent Crime,9,Yes,21-09-2027 11:09
102023,15-01-2027 16:14,12-01-2027 16:14,12-01-2027 16:14,Bhopal,137,DRUG OFFENSE,40,M,Poison,Other Crime,28,Yes,22-01-2027 16:14
102024,18-08-2027 03:53,16-08-2027 14:53,16-08-2027 14:53,Nashik,156,SEXUAL ASSAULT,23,F,Explosives,Fire Accident,16,Yes,09-10-2027 03:53
102025,04-12-2027 03:02,03-12-2027 11:02,03-12-2027 11:02,Nashik,444,FIREARM OFFENSE,44,F,Explosives,Fire Accident,26,Yes,14-12-2027 03:02
102026,21-01-2027 14:06,20-01-2027 15:06,20-01-2027 15:06,Meerut,425,FIREARM OFFENSE,44,M,Knife,Violent Crime,27,Yes,21-02-2027 14:06
102027,09-12-2027 07:07,08-12-2027 11:07,08-12-2027 11:07,Ghaziabad,107,DRUG OFFENSE,68,F,None,Violent Crime,8,Yes,21-12-2027 07:07
102028,24-10-2027 07:07,22-10-2027 15:07,22-10-2027 15:07,Faridabad,261,ROBBERY,44,F,Knife,Fire Accident,16,No,
102029,28-07-2027 19:02,28-07-2027 08:02,28-07-2027 08:02,Patna,384,COUNTERFEITING,18,M,None,Other Crime,26,No,
102030,04-01-2027 10:46,02-01-2027 08:46,02-01-2027 08:46,Bangalore,294,IDENTITY THEFT,63,M,Explosives,Other Crime,5,Yes,02-02-2027 10:46
102031,13-05-2027 21:36,13-05-2027 20:36,13-05-2027 20:36,Kalyan,508,KIDNAPPING,22,M,Blunt Object,Violent Crime,13,Yes,16-05-2027 21:36
102032,25-07-2027 04:33,24-07-2027 16:33,24-07-2027 16:33,Ahmedabad,589,COUNTERFEITING,22,F,Poison,Traffic Fatality,16,Yes,23-08-2027 04:33
102033,07-11-2027 04:19,05-11-2027 11:19,05-11-2027 11:19,Vasai,304,COUNTERFEITING,58,M,Other,Other Crime,5,Yes,08-12-2027 04:19
102034,27-11-2027 04:20,26-11-2027 11:20,26-11-2027 11:20,Rajkot,512,SEXUAL ASSAULT,33,F,None,Fire Accident,2,No,
102035,27-09-2027 14:46,25-09-2027 10:46,25-09-2027 10:46,Visakhapatnam,394,DRUG OFFENSE,51,F,Blunt Object,Violent Crime,4,No,
102036,19-05-2027 19:36,18-05-2027 16:36,18-05-2027 16:36,Delhi,122,VEHICLE - STOLEN,29,M,Blunt Object,Other Crime,27,Yes,05-08-2027 19:36
102037,21-06-2027 10:16,19-06-2027 00:16,19-06-2027 00:16,Kolkata,461,DRUG OFFENSE,22,F,Explosives,Traffic Fatality,12,No,
102038,29-10-2027 10:44,28-10-2027 03:44,28-10-2027 03:44,Delhi,407,KIDNAPPING,49,F,Explosives,Violent Crime,28,No,
102039,26-11-2027 22:58,24-11-2027 20:58,24-11-2027 20:58,Mumbai,199,TRAFFIC VIOLATION,54,F,Explosives,Fire Accident,26,No,
102040,12-04-2027 12:37,11-04-2027 19:37,11-04-2027 19:37,Vasai,246,FRAUD,64,M,Firearm,Violent Crime,27,Yes,02-05-2027 12:37
102041,14-04-2027 22:36,12-04-2027 10:36,12-04-2027 10:36,Bhopal,137,ARSON,56,M,Other,Traffic Fatality,6,No,
102042,16-01-2027 16:56,16-01-2027 16:56,16-01-2027 16:56,Nashik,453,SHOPLIFTING,35,M,Other,Traffic Fatality,12,No,
102043,25-10-2027 01:19,22-10-2027 14:19,22-10-2027 14:19,Nagpur,398,SEXUAL ASSAULT,21,F,Knife,Violent Crime,26,Yes,14-01-2028 01:19
102044,12-09-2027 11:38,09-09-2027 20:38,09-09-2027 20:38,Hyderabad,565,ILLEGAL POSSESSION,78,M,None,Other Crime,22,No,
102045,01-03-2027 17:36,27-02-2027 12:36,27-02-2027 12:36,Nashik,539,ILLEGAL POSSESSION,70,M,None,Other Crime,11,No,
102046,07-05-2027 23:10,06-05-2027 02:10,06-05-2027 02:10,Varanasi,514,ILLEGAL POSSESSION,46,F,Blunt Object,Other Crime,8,Yes,23-07-2027 23:10
102047,15-06-2027 19:54,13-06-2027 22:54,13-06-2027 22:54,Chennai,234,ROBBERY,55,F,Blunt Object,Traffic Fatality,27,No,
102048,14-05-2027 12:13,13-05-2027 18:13,13-05-2027 18:13,Visakhapatnam,554,HOMICIDE,23,F,Firearm,Traffic Fatality,8,No,
102049,31-01-2027 22:13,29-01-2027 02:13,29-01-2027 02:13,Rajkot,334,VANDALISM,68,M,Other,Other Crime,3,Yes,03-02-2027 22:13
102050,05-03-2027 20:28,03-03-2027 21:28,03-03-2027 21:28,Nashik,191,COUNTERFEITING,66,F,Knife,Fire Accident,10,No,
102051,04-03-2027 16:40,04-03-2027 12:40,04-03-2027 12:40,Visakhapatnam,562,CYBERCRIME,14,F,Poison,Violent Crime,26,Yes,03-04-2027 16:40
102052,24-01-2027 13:33,22-01-2027 02:33,22-01-2027 02:33,Faridabad,411,ARSON,56,F,Poison,Other Crime,16,No,
102053,02-05-2027 04:08,01-05-2027 04:08,01-05-2027 04:08,Thane,520,COUNTERFEITING,53,M,Blunt Object,Fire Accident,5,Yes,12-05-2027 04:08
102054,04-08-2027 01:32,03-08-2027 06:32,03-08-2027 06:32,Srinagar,381,KIDNAPPING,48,F,Blunt Object,Fire Accident,25,No,
102055,20-06-2027 10:11,18-06-2027 01:11,18-06-2027 01:11,Varanasi,567,ASSAULT,40,M,Explosives,Fire Accident,28,Yes,08-07-2027 10:11
102056,31-05-2027 22:08,29-05-2027 08:08,29-05-2027 08:08,Vasai,129,BURGLARY,80,M,Knife,Fire Accident,5,Yes,10-08-2027 22:08
102057,28-03-2027 08:57,26-03-2027 10:57,26-03-2027 10:57,Surat,431,BURGLARY,18,M,Knife,Violent Crime,29,Yes,13-04-2027 08:57
102058,16-09-2027 22:56,16-09-2027 11:56,16-09-2027 11:56,Hyderabad,550,SHOPLIFTING,35,F,Blunt Object,Other Crime,3,No,
102059,22-08-2027 15:52,21-08-2027 04:52,21-08-2027 04:52,Faridabad,402,ARSON,11,M,Explosives,Violent Crime,21,Yes,05-09-2027 15:52
102060,15-11-2027 20:06,15-11-2027 13:06,15-11-2027 13:06,Lucknow,400,HOMICIDE,28,F,Blunt Object,Fire Accident,21,Yes,11-02-2028 20:06
102061,12-08-2027 14:53,09-08-2027 14:53,09-08-2027 14:53,Nagpur,402,DRUG OFFENSE,20,M,Blunt Object,Traffic Fatality,17,No,
102062,12-04-2027 05:24,11-04-2027 14:24,11-04-2027 14:24,Visakhapatnam,460,FRAUD,15,F,Explosives,Traffic Fatality,6,No,
102063,14-08-2027 00:14,11-08-2027 15:14,11-08-2027 15:14,Faridabad,127,SHOPLIFTING,69,M,Explosives,Other Crime,27,No,
102064,14-12-2027 02:23,11-12-2027 17:23,11-12-2027 17:23,Mumbai,448,KIDNAPPING,79,M,Explosives,Traffic Fatality,10,No,
102065,24-12-2027 09:22,21-12-2027 12:22,21-12-2027 12:22,Kolkata,516,HOMICIDE,14,M,None,Fire Accident,2,Yes,20-03-2028 09:22
102066,23-11-2027 03:57,20-11-2027 22:57,20-11-2027 22:57,Thane,263,EXTORTION,55,M,Blunt Object,Traffic Fatality,28,No,
102067,20-04-2027 02:56,17-04-2027 15:56,17-04-2027 15:56,Meerut,585,BURGLARY,51,F,None,Fire Accident,2,No,
102068,20-09-2027 18:47,20-09-2027 06:47,20-09-2027 06:47,Jaipur,574,ROBBERY,36,M,Knife,Traffic Fatality,21,Yes,28-10-2027 18:47
102069,31-12-2027 21:23,31-12-2027 06:23,31-12-2027 06:23,Delhi,232,VANDALISM,21,M,Explosives,Other Crime,9,Yes,04-02-2028 21:23
102070,25-02-2027 01:56,23-02-2027 08:56,23-02-2027 08:56,Pune,369,SHOPLIFTING,35,M,Other,Traffic Fatality,27,No,
102071,19-12-2027 07:14,18-12-2027 07:14,18-12-2027 07:14,Pune,358,VANDALISM,13,M,Explosives,Other Crime,28,Yes,06-02-2028 07:14
102072,09-06-2027 20:11,07-06-2027 01:11,07-06-2027 01:11,Ghaziabad,380,SEXUAL ASSAULT,58,F,None,Other Crime,11,No,
102073,09-06-2027 03:54,06-06-2027 19:54,06-06-2027 19:54,Patna,272,FIREARM OFFENSE,19,F,None,Other Crime,10,Yes,13-08-2027 03:54
102074,19-01-2027 16:46,17-01-2027 19:46,17-01-2027 19:46,Bhopal,353,PUBLIC INTOXICATION,40,M,Poison,Fire Accident,16,Yes,25-01-2027 16:46
102075,08-05-2027 04:19,07-05-2027 09:19,07-05-2027 09:19,Vasai,328,TRAFFIC VIOLATION,73,M,Poison,Other Crime,14,Yes,04-08-2027 04:19
102076,17-12-2027 18:02,16-12-2027 14:02,16-12-2027 14:02,Agra,362,CYBERCRIME,52,M,Other,Traffic Fatality,8,No,
102077,08-07-2027 12:48,07-07-2027 22:48,07-07-2027 22:48,Indore,224,COUNTERFEITING,29,M,Explosives,Fire Accident,18,No,
102078,11-08-2027 07:49,10-08-2027 04:49,10-08-2027 04:49,Mumbai,170,KIDNAPPING,16,F,Explosives,Traffic Fatality,16,Yes,03-09-2027 07:49
102079,09-02-2027 13:01,06-02-2027 23:01,06-02-2027 23:01,Surat,467,DOMESTIC VIOLENCE,72,M,Other,Other Crime,21,No,
102080,07-02-2027 03:40,06-02-2027 18:40,06-02-2027 18:40,Srinagar,317,EXTORTION,33,M,Explosives,Violent Crime,13,Yes,01-03-2027 03:40
102081,16-06-2027 12:07,15-06-2027 13:07,15-06-2027 13:07,Nashik,505,VEHICLE - STOLEN,49,F,None,Violent Crime,2,Yes,28-08-2027 12:07
102082,26-04-2027 04:53,25-04-2027 18:53,25-04-2027 18:53,Mumbai,176,FRAUD,23,M,Firearm,Other Crime,8,Yes,02-05-2027 04:53
102083,08-09-2027 03:36,05-09-2027 16:36,05-09-2027 16:36,Meerut,359,DOMESTIC VIOLENCE,32,F,Explosives,Other Crime,21,Yes,27-11-2027 03:36
102084,01-07-2027 07:36,29-06-2027 15:36,29-06-2027 15:36,Jaipur,285,ARSON,63,F,Knife,Traffic Fatality,12,Yes,09-08-2027 07:36
102085,05-05-2027 06:45,02-05-2027 12:45,02-05-2027 12:45,Varanasi,260,VANDALISM,60,F,Firearm,Other Crime,2,Yes,23-06-2027 06:45
