Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,Year,Month,Day of Week,Closure Time (Days)
24097,2022-10-02 03:00:00,2022-01-10 00:00:00,05:39:00,Hyderabad,427,FRAUD,21,M,Poison,Other Crime,18,Yes,2022-11-03 03:00:00,2022,1,Monday,297
24098,2022-10-02 11:00:00,2022-01-10 01:00:00,20:17:00,Surat,491,SHOPLIFTING,27,M,Knife,Other Crime,7,No,,2022,1,Monday,0
24099,2022-10-02 08:00:00,2022-01-10 02:00:00,02:10:00,Chennai,220,DOMESTIC VIOLENCE,26,M,Explosives,Violent Crime,3,No,,2022,1,Monday,0
24100,2022-10-03 01:00:00,2022-01-10 03:00:00,15:42:00,Delhi,251,DRUG OFFENSE,22,F,Poison,Other Crime,11,No,,2022,1,Monday,0
24101,2022-10-02 10:00:00,2022-01-10 04:00:00,08:28:00,Ghaziabad,530,ASSAULT,46,F,Firearm,Violent Crime,1,Yes,2022-10-27 10:00:00,2022,1,Monday,290
24102,2022-10-04 01:00:00,2022-01-10 05:00:00,02:53:00,Hyderabad,240,ILLEGAL POSSESSION,29,M,Unknown,Other Crime,13,No,,2022,1,Monday,0
24103,2022-10-03 01:00:00,2022-01-10 06:00:00,14:32:00,Delhi,424,HOMICIDE,30,M,Poison,Other Crime,1,Yes,2023-06-16 01:00:00,2022,1,Monday,521
24104,2022-10-02 10:00:00,2022-01-10 07:00:00,11:42:00,Mumbai,286,KIDNAPPING,72,X,Firearm,Other Crime,6,Yes,2022-11-01 10:00:00,2022,1,Monday,295
24105,2022-10-02 07:00:00,2022-01-10 08:00:00,06:12:00,Hyderabad,126,ROBBERY,40,X,Blunt Object,Violent Crime,13,No,,2022,1,Monday,0
24106,2022-10-03 02:00:00,2022-01-10 09:00:00,02:01:00,Bangalore,139,SEXUAL ASSAULT,75,F,Firearm,Violent Crime,6,Yes,2024-07-13 02:00:00,2022,1,Monday,914
24107,2022-10-01 19:00:00,2022-01-10 10:00:00,20:56:00,Indore,534,COUNTERFEITING,39,F,Poison,Other Crime,14,Yes,2022-10-31 19:00:00,2022,1,Monday,294
24108,2022-10-02 10:00:00,2022-01-10 11:00:00,15:42:00,Indore,318,PUBLIC INTOXICATION,30,F,Blunt Object,Other Crime,16,Yes,2022-10-13 10:00:00,2022,1,Monday,275
24109,2022-10-02 02:00:00,2022-01-10 12:00:00,09:43:00,Surat,349,ILLEGAL POSSESSION,62,M,Firearm,Other Crime,13,No,,2022,1,Monday,0
24110,2022-10-04 09:00:00,2022-01-10 13:00:00,10:55:00,Delhi,455,KIDNAPPING,24,X,Blunt Object,Other Crime,19,No,,2022,1,Monday,0
24111,2022-10-02 05:00:00,2022-01-10 14:00:00,15:33:00,Kolkata,533,VEHICLE - STOLEN,38,X,Blunt Object,Violent Crime,19,Yes,2022-12-16 05:00:00,2022,1,Monday,339
24112,2022-10-03 09:00:00,2022-01-10 15:00:00,18:05:00,Pune,124,CYBERCRIME,50,X,Knife,Other Crime,9,Yes,2022-11-10 09:00:00,2022,1,Monday,303
24113,2022-10-03 09:00:00,2022-01-10 16:00:00,22:30:00,Hyderabad,288,ARSON,35,F,Other,Fire Accident,9,Yes,2022-10-15 09:00:00,2022,1,Monday,277
24114,2022-10-04 05:00:00,2022-01-10 17:00:00,10:33:00,Surat,192,IDENTITY THEFT,43,X,Other,Violent Crime,9,Yes,2023-01-01 05:00:00,2022,1,Monday,355
24115,2022-10-01 22:00:00,2022-01-10 18:00:00,22:21:00,Bangalore,553,DOMESTIC VIOLENCE,45,X,Knife,Violent Crime,18,No,,2022,1,Monday,0
24116,2022-10-03 16:00:00,2022-01-10 19:00:00,10:24:00,Bangalore,528,ASSAULT,77,F,Unknown,Violent Crime,9,Yes,2022-11-04 16:00:00,2022,1,Monday,297
24117,2022-10-02 18:00:00,2022-01-10 20:00:00,05:03:00,Nashik,430,EXTORTION,17,F,Knife,Other Crime,6,No,,2022,1,Monday,0
24118,2022-10-02 18:00:00,2022-01-10 21:00:00,00:31:00,Bangalore,170,VEHICLE - STOLEN,42,M,Unknown,Violent Crime,5,Yes,2022-12-07 18:00:00,2022,1,Monday,330
24119,2022-10-04 17:00:00,2022-01-10 22:00:00,17:38:00,Kolkata,587,ASSAULT,31,M,Unknown,Violent Crime,2,No,,2022,1,Monday,0
24120,2022-10-04 05:00:00,2022-01-10 23:00:00,16:11:00,Delhi,369,DOMESTIC VIOLENCE,45,X,Poison,Violent Crime,17,No,,2022,1,Monday,0
24121,2022-10-02 14:00:00,2022-02-10 00:00:00,10:42:00,Mumbai,490,FIREARM OFFENSE,57,M,Other,Fire Accident,1,Yes,2022-11-20 14:00:00,2022,2,Thursday,283
24122,2022-10-04 06:00:00,2022-02-10 01:00:00,16:16:00,Bangalore,502,FIREARM OFFENSE,24,M,Knife,Fire Accident,5,Yes,2022-11-01 06:00:00,2022,2,Thursday,264
24123,2022-10-05 00:00:00,2022-02-10 02:00:00,06:42:00,Delhi,419,VEHICLE - STOLEN,73,M,Unknown,Violent Crime,2,Yes,2022-11-30 00:00:00,2022,2,Thursday,292
24124,2022-10-03 12:00:00,2022-02-10 03:00:00,02:43:00,Ludhiana,125,SEXUAL ASSAULT,35,X,Blunt Object,Violent Crime,6,No,,2022,2,Thursday,0
24125,2022-10-02 21:00:00,2022-02-10 04:00:00,15:59:00,Nagpur,507,PUBLIC INTOXICATION,34,X,Explosives,Other Crime,6,Yes,2022-10-08 21:00:00,2022,2,Thursday,240
24126,2022-10-02 19:00:00,2022-02-10 05:00:00,20:08:00,Bangalore,168,FIREARM OFFENSE,44,X,Poison,Fire Accident,11,Yes,2022-10-18 19:00:00,2022,2,Thursday,250
24127,2022-10-04 05:00:00,2022-02-10 06:00:00,21:24:00,Chennai,486,CYBERCRIME,49,F,Unknown,Other Crime,10,No,,2022,2,Thursday,0
24128,2022-10-04 04:00:00,2022-02-10 07:00:00,07:53:00,Mumbai,167,SEXUAL ASSAULT,34,M,Other,Violent Crime,2,No,,2022,2,Thursday,0
24129,2022-10-04 16:00:00,2022-02-10 08:00:00,19:05:00,Meerut,598,HOMICIDE,50,X,Explosives,Other Crime,10,No,,2022,2,Thursday,0
24130,2022-10-03 16:00:00,2022-02-10 09:00:00,13:20:00,Hyderabad,437,VEHICLE - STOLEN,34,X,Unknown,Violent Crime,13,No,,2022,2,Thursday,0
24131,2022-10-03 15:00:00,2022-02-10 10:00:00,16:09:00,Nagpur,260,CYBERCRIME,53,M,Unknown,Other Crime,11,No,,2022,2,Thursday,0
24132,2022-10-03 11:00:00,2022-02-10 11:00:00,09:27:00,Ghaziabad,267,SHOPLIFTING,55,F,Blunt Object,Other Crime,18,No,,2022,2,Thursday,0
24133,2022-10-05 09:00:00,2022-02-10 12:00:00,12:58:00,Bangalore,113,SEXUAL ASSAULT,12,M,Explosives,Violent Crime,11,No,,2022,2,Thursday,0
24134,2022-10-02 20:00:00,2022-02-10 13:00:00,19:51:00,Kolkata,476,FIREARM OFFENSE,54,M,Poison,Fire Accident,4,No,,2022,2,Thursday,0
24135,2022-10-04 04:00:00,2022-02-10 14:00:00,14:14:00,Delhi,141,VANDALISM,25,M,Unknown,Other Crime,3,Yes,2022-11-27 04:00:00,2022,2,Thursday,289
24136,2022-10-03 01:00:00,2022-02-10 15:00:00,20:07:00,Mumbai,160,IDENTITY THEFT,34,F,Firearm,Violent Crime,17,Yes,2022-11-08 01:00:00,2022,2,Thursday,270
24137,2022-10-03 16:00:00,2022-02-10 16:00:00,00:48:00,Patna,263,PUBLIC INTOXICATION,56,X,Blunt Object,Other Crime,11,Yes,2022-10-13 16:00:00,2022,2,Thursday,245
24138,2022-10-03 17:00:00,2022-02-10 17:00:00,12:49:00,Indore,208,EXTORTION,16,M,Firearm,Other Crime,19,Yes,2022-12-22 17:00:00,2022,2,Thursday,315
24139,2022-10-04 16:00:00,2022-02-10 18:00:00,13:18:00,Kolkata,586,ASSAULT,77,F,Firearm,Violent Crime,10,No,,2022,2,Thursday,0
24140,2022-10-04 07:00:00,2022-02-10 19:00:00,10:05:00,Ahmedabad,459,VANDALISM,27,X,Explosives,Other Crime,4,No,,2022,2,Thursday,0
24141,2022-10-03 04:00:00,2022-02-10 20:00:00,00:35:00,Faridabad,217,IDENTITY THEFT,68,F,Other,Violent Crime,13,Yes,2022-11-20 04:00:00,2022,2,Thursday,282
24142,2022-10-04 15:00:00,2022-02-10 21:00:00,20:54:00,Patna,258,CYBERCRIME,79,X,Firearm,Other Crime,9,No,,2022,2,Thursday,0
24143,2022-10-05 12:00:00,2022-02-10 22:00:00,05:41:00,Jaipur,562,HOMICIDE,59,F,Explosives,Other Crime,4,No,,2022,2,Thursday,0
24144,2022-10-03 14:00:00,2022-02-10 23:00:00,17:57:00,Bangalore,278,SEXUAL ASSAULT,34,M,Other,Violent Crime,14,Yes,2023-08-08 14:00:00,2022,2,Thursday,543
24145,2022-10-05 13:00:00,2022-03-10 00:00:00,14:22:00,Kolkata,204,VANDALISM,62,F,Other,Other Crime,12,No,,2022,3,Thursday,0
24146,2022-10-03 20:00:00,2022-03-10 01:00:00,21:21:00,Chennai,438,VEHICLE - STOLEN,59,F,Poison,Violent Crime,13,Yes,2022-11-06 20:00:00,2022,3,Thursday,241
24147,2022-10-06 00:00:00,2022-03-10 02:00:00,16:10:00,Mumbai,445,FRAUD,76,X,Firearm,Other Crime,11,Yes,2022-12-10 00:00:00,2022,3,Thursday,274
24148,2022-10-03 17:00:00,2022-03-10 03:00:00,08:29:00,Surat,159,EXTORTION,65,F,Firearm,Other Crime,6,No,,2022,3,Thursday,0
24149,2022-10-03 10:00:00,2022-03-10 04:00:00,22:46:00,Surat,129,SHOPLIFTING,67,X,Other,Other Crime,19,No,,2022,3,Thursday,0
24150,2022-10-04 06:00:00,2022-03-10 05:00:00,08:12:00,Bangalore,372,ILLEGAL POSSESSION,54,X,Poison,Other Crime,4,No,,2022,3,Thursday,0
24151,2022-10-06 02:00:00,2022-03-10 06:00:00,03:22:00,Delhi,471,DOMESTIC VIOLENCE,61,M,Firearm,Violent Crime,17,Yes,2022-11-16 02:00:00,2022,3,Thursday,250
24152,2022-10-03 16:00:00,2022-03-10 07:00:00,18:48:00,Jaipur,255,DRUG OFFENSE,53,X,Poison,Other Crime,6,Yes,2022-12-19 16:00:00,2022,3,Thursday,284
24153,2022-10-06 04:00:00,2022-03-10 08:00:00,18:40:00,Pune,311,KIDNAPPING,33,M,Poison,Other Crime,8,Yes,2022-10-15 04:00:00,2022,3,Thursday,218
24154,2022-10-04 19:00:00,2022-03-10 09:00:00,20:12:00,Kalyan,131,ILLEGAL POSSESSION,48,F,Explosives,Other Crime,11,Yes,2022-10-14 19:00:00,2022,3,Thursday,218
24155,2022-10-04 01:00:00,2022-03-10 10:00:00,06:26:00,Chennai,415,COUNTERFEITING,21,X,Explosives,Other Crime,8,No,,2022,3,Thursday,0
24156,2022-10-04 06:00:00,2022-03-10 11:00:00,03:11:00,Delhi,481,ROBBERY,20,F,Unknown,Violent Crime,9,No,,2022,3,Thursday,0
24157,2022-10-06 08:00:00,2022-03-10 12:00:00,16:11:00,Ahmedabad,397,PUBLIC INTOXICATION,42,F,Firearm,Other Crime,9,Yes,2022-10-07 08:00:00,2022,3,Thursday,210
24158,2022-10-05 18:00:00,2022-03-10 13:00:00,19:39:00,Kolkata,560,IDENTITY THEFT,67,M,Unknown,Violent Crime,2,No,,2022,3,Thursday,0
24159,2022-10-04 15:00:00,2022-03-10 14:00:00,13:47:00,Chennai,145,DRUG OFFENSE,59,M,Blunt Object,Other Crime,10,Yes,2022-12-16 15:00:00,2022,3,Thursday,281
24160,2022-10-05 13:00:00,2022-03-10 15:00:00,15:20:00,Bangalore,378,ARSON,12,X,Blunt Object,Fire Accident,9,No,,2022,3,Thursday,0
24161,2022-10-03 17:00:00,2022-03-10 16:00:00,01:29:00,Hyderabad,498,TRAFFIC VIOLATION,53,M,Other,Traffic Fatality,4,Yes,2022-10-27 17:00:00,2022,3,Thursday,231
24162,2022-10-04 18:00:00,2022-03-10 17:00:00,08:29:00,Bangalore,518,DRUG OFFENSE,33,X,Poison,Other Crime,14,No,,2022,3,Thursday,0
24163,2022-10-05 15:00:00,2022-03-10 18:00:00,05:00:00,Patna,576,VEHICLE - STOLEN,35,F,Knife,Violent Crime,7,No,,2022,3,Thursday,0
24164,2022-10-06 18:00:00,2022-03-10 19:00:00,13:11:00,Pune,518,ARSON,50,M,Poison,Fire Accident,2,Yes,2022-11-05 18:00:00,2022,3,Thursday,239
24165,2022-10-06 15:00:00,2022-03-10 20:00:00,21:49:00,Jaipur,218,CYBERCRIME,14,F,Blunt Object,Other Crime,1,Yes,2022-12-03 15:00:00,2022,3,Thursday,267
24166,2022-10-05 18:00:00,2022-03-10 21:00:00,14:03:00,Delhi,477,DRUG OFFENSE,32,X,Explosives,Other Crime,13,Yes,2022-12-22 18:00:00,2022,3,Thursday,286
24167,2022-10-06 14:00:00,2022-03-10 22:00:00,23:56:00,Kolkata,445,FIREARM OFFENSE,38,X,Unknown,Fire Accident,2,Yes,2022-12-23 14:00:00,2022,3,Thursday,287
24168,2022-10-06 03:00:00,2022-03-10 23:00:00,20:52:00,Bangalore,187,ILLEGAL POSSESSION,41,M,Knife,Other Crime,18,No,,2022,3,Thursday,0
24169,2022-10-06 03:00:00,2022-04-10 00:00:00,01:36:00,Ahmedabad,549,KIDNAPPING,75,X,Unknown,Other Crime,6,Yes,2022-12-15 03:00:00,2022,4,Sunday,249
24170,2022-10-06 23:00:00,2022-04-10 01:00:00,04:28:00,Delhi,491,EXTORTION,47,X,Firearm,Other Crime,10,Yes,2022-12-23 23:00:00,2022,4,Sunday,257
24171,2022-10-05 17:00:00,2022-04-10 02:00:00,06:37:00,Chennai,336,KIDNAPPING,62,F,Unknown,Other Crime,15,Yes,2022-11-07 17:00:00,2022,4,Sunday,211
24172,2022-10-05 14:00:00,2022-04-10 03:00:00,17:58:00,Lucknow,186,ASSAULT,11,F,Unknown,Violent Crime,14,No,,2022,4,Sunday,0
24173,2022-10-05 13:00:00,2022-04-10 04:00:00,09:27:00,Agra,306,ASSAULT,62,M,Unknown,Violent Crime,9,Yes,2022-10-19 13:00:00,2022,4,Sunday,192
24174,2022-10-06 19:00:00,2022-04-10 05:00:00,05:27:00,Mumbai,111,TRAFFIC VIOLATION,19,F,Blunt Object,Traffic Fatality,11,No,,2022,4,Sunday,0
24175,2022-10-05 18:00:00,2022-04-10 06:00:00,09:18:00,Thane,151,DOMESTIC VIOLENCE,74,X,Blunt Object,Violent Crime,8,Yes,2022-11-09 18:00:00,2022,4,Sunday,213
24176,2022-10-05 08:00:00,2022-04-10 07:00:00,03:58:00,Delhi,279,ROBBERY,70,X,Unknown,Violent Crime,11,Yes,2023-03-10 08:00:00,2022,4,Sunday,334
24177,2022-10-07 02:00:00,2022-04-10 08:00:00,08:27:00,Bhopal,593,ILLEGAL POSSESSION,17,X,Blunt Object,Other Crime,3,No,,2022,4,Sunday,0
24178,2022-10-06 10:00:00,2022-04-10 09:00:00,16:49:00,Hyderabad,550,CYBERCRIME,73,X,Blunt Object,Other Crime,5,Yes,2022-10-29 10:00:00,2022,4,Sunday,202
24179,2022-10-06 03:00:00,2022-04-10 10:00:00,13:39:00,Chennai,449,ASSAULT,63,M,Explosives,Violent Crime,12,No,,2022,4,Sunday,0
24180,2022-10-07 02:00:00,2022-04-10 11:00:00,15:28:00,Hyderabad,587,EXTORTION,44,M,Firearm,Other Crime,17,Yes,2022-12-20 02:00:00,2022,4,Sunday,253
24181,2022-10-05 04:00:00,2022-04-10 12:00:00,18:16:00,Ahmedabad,397,ILLEGAL POSSESSION,48,F,Other,Other Crime,14,Yes,2022-10-28 04:00:00,2022,4,Sunday,200
24182,2022-10-04 15:00:00,2022-04-10 13:00:00,16:03:00,Kolkata,327,KIDNAPPING,11,X,Poison,Other Crime,9,No,,2022,4,Sunday,0
24183,2022-10-07 05:00:00,2022-04-10 14:00:00,10:18:00,Vasai,105,IDENTITY THEFT,73,F,Unknown,Violent Crime,4,No,,2022,4,Sunday,0
24184,2022-10-06 21:00:00,2022-04-10 15:00:00,06:43:00,Hyderabad,422,TRAFFIC VIOLATION,16,F,Other,Traffic Fatality,16,Yes,2022-10-14 21:00:00,2022,4,Sunday,187
24185,2022-10-05 06:00:00,2022-04-10 16:00:00,05:43:00,Hyderabad,543,HOMICIDE,48,F,Firearm,Other Crime,4,No,,2022,4,Sunday,0
24186,2022-10-05 03:00:00,2022-04-10 17:00:00,18:04:00,Delhi,207,ARSON,43,M,Firearm,Fire Accident,16,No,,2022,4,Sunday,0
24187,2022-10-06 04:00:00,2022-04-10 18:00:00,20:26:00,Delhi,538,SHOPLIFTING,18,F,Unknown,Other Crime,17,Yes,2022-11-04 04:00:00,2022,4,Sunday,207
24188,2022-10-06 00:00:00,2022-04-10 19:00:00,02:52:00,Hyderabad,509,PUBLIC INTOXICATION,20,F,Poison,Other Crime,17,Yes,2022-10-30 00:00:00,2022,4,Sunday,202
24189,2022-10-07 15:00:00,2022-04-10 20:00:00,21:16:00,Delhi,378,FIREARM OFFENSE,27,M,Knife,Fire Accident,1,No,,2022,4,Sunday,0
24190,2022-10-06 10:00:00,2022-04-10 21:00:00,01:15:00,Surat,140,DRUG OFFENSE,50,F,Knife,Other Crime,6,Yes,2023-01-02 10:00:00,2022,4,Sunday,266
24191,2022-10-05 12:00:00,2022-04-10 22:00:00,02:36:00,Ludhiana,216,COUNTERFEITING,57,M,Other,Other Crime,10,Yes,2022-12-29 12:00:00,2022,4,Sunday,262
24192,2022-10-05 04:00:00,2022-04-10 23:00:00,15:33:00,Chennai,348,FIREARM OFFENSE,46,F,Unknown,Fire Accident,19,Yes,2022-10-24 04:00:00,2022,4,Sunday,196
24193,2022-10-06 04:00:00,2022-05-10 00:00:00,04:22:00,Mumbai,419,COUNTERFEITING,57,F,Poison,Other Crime,13,No,,2022,5,Tuesday,0
24194,2022-10-07 17:00:00,2022-05-10 01:00:00,18:52:00,Srinagar,532,ROBBERY,18,F,Knife,Violent Crime,14,No,,2022,5,Tuesday,0
24195,2022-10-07 00:00:00,2022-05-10 02:00:00,20:45:00,Delhi,296,ILLEGAL POSSESSION,72,F,Blunt Object,Other Crime,1,No,,2022,5,Tuesday,0
24196,2022-10-05 21:00:00,2022-05-10 03:00:00,13:04:00,Bangalore,254,TRAFFIC VIOLATION,24,X,Blunt Object,Traffic Fatality,18,No,,2022,5,Tuesday,0
24197,2022-10-07 04:00:00,2022-05-10 04:00:00,01:56:00,Delhi,118,ILLEGAL POSSESSION,34,F,Poison,Other Crime,8,No,,2022,5,Tuesday,0
24198,2022-10-07 13:00:00,2022-05-10 05:00:00,17:38:00,Mumbai,389,VANDALISM,63,F,Explosives,Other Crime,18,No,,2022,5,Tuesday,0
24199,2022-10-07 16:00:00,2022-05-10 06:00:00,03:42:00,Delhi,579,FRAUD,33,F,Firearm,Other Crime,11,Yes,2022-11-03 16:00:00,2022,5,Tuesday,177
24200,2022-10-05 23:00:00,2022-05-10 07:00:00,21:17:00,Thane,483,PUBLIC INTOXICATION,73,F,Blunt Object,Other Crime,14,Yes,2022-10-30 23:00:00,2022,5,Tuesday,173
24201,2022-10-05 15:00:00,2022-05-10 08:00:00,23:17:00,Pune,132,FIREARM OFFENSE,55,X,Firearm,Fire Accident,1,Yes,2022-11-24 15:00:00,2022,5,Tuesday,198
24202,2022-10-07 02:00:00,2022-05-10 09:00:00,22:34:00,Varanasi,381,COUNTERFEITING,74,X,Unknown,Other Crime,12,Yes,2022-11-26 02:00:00,2022,5,Tuesday,199
24203,2022-10-05 22:00:00,2022-05-10 10:00:00,09:37:00,Kolkata,339,ROBBERY,21,X,Unknown,Violent Crime,6,No,,2022,5,Tuesday,0
24204,2022-10-06 22:00:00,2022-05-10 11:00:00,21:38:00,Delhi,340,ARSON,33,F,Explosives,Fire Accident,12,Yes,2022-10-28 22:00:00,2022,5,Tuesday,171
24205,2022-10-07 07:00:00,2022-05-10 12:00:00,15:10:00,Jaipur,584,PUBLIC INTOXICATION,16,X,Unknown,Other Crime,6,No,,2022,5,Tuesday,0
24206,2022-10-07 22:00:00,2022-05-10 13:00:00,22:33:00,Jaipur,572,EXTORTION,50,M,Unknown,Other Crime,12,Yes,2022-12-15 22:00:00,2022,5,Tuesday,219
24207,2022-10-08 13:00:00,2022-05-10 14:00:00,07:27:00,Varanasi,173,IDENTITY THEFT,65,X,Poison,Violent Crime,3,No,,2022,5,Tuesday,0
24208,2022-10-08 11:00:00,2022-05-10 15:00:00,20:59:00,Kolkata,444,VANDALISM,43,M,Firearm,Other Crime,11,Yes,2022-11-08 11:00:00,2022,5,Tuesday,181
24209,2022-10-07 11:00:00,2022-05-10 16:00:00,19:28:00,Indore,380,COUNTERFEITING,64,F,Knife,Other Crime,16,No,,2022,5,Tuesday,0
24210,2022-10-05 23:00:00,2022-05-10 17:00:00,00:55:00,Agra,488,IDENTITY THEFT,17,X,Blunt Object,Violent Crime,14,Yes,2022-10-15 23:00:00,2022,5,Tuesday,158
24211,2022-10-07 06:00:00,2022-05-10 18:00:00,00:58:00,Chennai,398,IDENTITY THEFT,28,X,Knife,Violent Crime,16,No,,2022,5,Tuesday,0
24212,2022-10-07 09:00:00,2022-05-10 19:00:00,12:06:00,Lucknow,597,VEHICLE - STOLEN,50,X,Knife,Violent Crime,2,No,,2022,5,Tuesday,0
24213,2022-10-08 05:00:00,2022-05-10 20:00:00,06:32:00,Nashik,478,PUBLIC INTOXICATION,36,M,Poison,Other Crime,5,Yes,2022-10-09 05:00:00,2022,5,Tuesday,151
24214,2022-10-07 09:00:00,2022-05-10 21:00:00,02:58:00,Kolkata,140,CYBERCRIME,64,F,Blunt Object,Other Crime,9,No,,2022,5,Tuesday,0
24215,2022-10-07 00:00:00,2022-05-10 22:00:00,00:30:00,Delhi,131,IDENTITY THEFT,20,M,Firearm,Violent Crime,19,Yes,2022-12-16 00:00:00,2022,5,Tuesday,219
24216,2022-10-08 10:00:00,2022-05-10 23:00:00,01:09:00,Chennai,567,ROBBERY,32,X,Unknown,Violent Crime,15,Yes,2022-11-15 10:00:00,2022,5,Tuesday,188
24217,2022-10-07 02:00:00,2022-06-10 00:00:00,23:30:00,Pune,143,SEXUAL ASSAULT,46,X,Other,Violent Crime,5,No,,2022,6,Friday,0
24218,2022-10-06 19:00:00,2022-06-10 01:00:00,14:49:00,Ghaziabad,348,DRUG OFFENSE,35,M,Explosives,Other Crime,15,No,,2022,6,Friday,0
24219,2022-10-06 14:00:00,2022-06-10 02:00:00,00:06:00,Kolkata,221,FRAUD,35,X,Knife,Other Crime,2,Yes,2022-12-14 14:00:00,2022,6,Friday,187
24220,2022-10-06 08:00:00,2022-06-10 03:00:00,07:27:00,Faridabad,522,FRAUD,40,M,Other,Other Crime,19,No,,2022,6,Friday,0
24221,2022-10-08 02:00:00,2022-06-10 04:00:00,12:16:00,Hyderabad,330,PUBLIC INTOXICATION,67,X,Knife,Other Crime,14,Yes,2022-10-19 02:00:00,2022,6,Friday,130
24222,2022-10-09 04:00:00,2022-06-10 05:00:00,06:21:00,Kolkata,492,DOMESTIC VIOLENCE,16,X,Poison,Violent Crime,4,No,,2022,6,Friday,0
24223,2022-10-08 13:00:00,2022-06-10 06:00:00,00:58:00,Hyderabad,192,KIDNAPPING,58,F,Blunt Object,Other Crime,5,No,,2022,6,Friday,0
24224,2022-10-07 15:00:00,2022-06-10 07:00:00,03:45:00,Mumbai,446,PUBLIC INTOXICATION,46,X,Poison,Other Crime,18,No,,2022,6,Friday,0
24225,2022-10-07 15:00:00,2022-06-10 08:00:00,03:36:00,Kolkata,383,CYBERCRIME,45,X,Blunt Object,Other Crime,11,No,,2022,6,Friday,0
24226,2022-10-08 06:00:00,2022-06-10 09:00:00,05:46:00,Delhi,449,COUNTERFEITING,66,X,Blunt Object,Other Crime,12,No,,2022,6,Friday,0
24227,2022-10-09 08:00:00,2022-06-10 10:00:00,04:32:00,Rajkot,450,SEXUAL ASSAULT,34,X,Poison,Violent Crime,15,No,,2022,6,Friday,0
24228,2022-10-07 18:00:00,2022-06-10 11:00:00,15:37:00,Delhi,505,DRUG OFFENSE,73,M,Firearm,Other Crime,9,No,,2022,6,Friday,0
24229,2022-10-07 02:00:00,2022-06-10 12:00:00,19:51:00,Faridabad,384,BURGLARY,51,M,Knife,Other Crime,14,Yes,2022-11-16 02:00:00,2022,6,Friday,158
24230,2022-10-07 18:00:00,2022-06-10 13:00:00,16:28:00,Rajkot,283,ILLEGAL POSSESSION,14,M,Explosives,Other Crime,10,No,,2022,6,Friday,0
24231,2022-10-07 00:00:00,2022-06-10 14:00:00,11:42:00,Pune,253,SEXUAL ASSAULT,40,X,Explosives,Violent Crime,11,Yes,2024-03-30 00:00:00,2022,6,Friday,658
24232,2022-10-08 07:00:00,2022-06-10 15:00:00,17:21:00,Delhi,552,DOMESTIC VIOLENCE,57,X,Knife,Violent Crime,15,Yes,2022-12-28 07:00:00,2022,6,Friday,200
24233,2022-10-08 21:00:00,2022-06-10 16:00:00,01:11:00,Kanpur,555,DOMESTIC VIOLENCE,56,X,Blunt Object,Violent Crime,7,Yes,2022-12-01 21:00:00,2022,6,Friday,174
24234,2022-10-08 07:00:00,2022-06-10 17:00:00,20:50:00,Chennai,463,FIREARM OFFENSE,67,X,Knife,Fire Accident,8,Yes,2022-11-04 07:00:00,2022,6,Friday,146
24235,2022-10-09 06:00:00,2022-06-10 18:00:00,06:03:00,Meerut,477,TRAFFIC VIOLATION,75,F,Firearm,Traffic Fatality,10,No,,2022,6,Friday,0
24236,2022-10-07 08:00:00,2022-06-10 19:00:00,02:14:00,Delhi,306,FRAUD,53,M,Blunt Object,Other Crime,17,Yes,2022-10-31 08:00:00,2022,6,Friday,142
24237,2022-10-09 06:00:00,2022-06-10 20:00:00,10:23:00,Pune,589,EXTORTION,23,F,Knife,Other Crime,19,No,,2022,6,Friday,0
24238,2022-10-09 07:00:00,2022-06-10 21:00:00,10:07:00,Ludhiana,389,FRAUD,49,F,Blunt Object,Other Crime,13,Yes,2022-10-21 07:00:00,2022,6,Friday,132
24239,2022-10-08 03:00:00,2022-06-10 22:00:00,18:26:00,Indore,302,FIREARM OFFENSE,48,F,Blunt Object,Fire Accident,5,Yes,2022-10-15 03:00:00,2022,6,Friday,126
24240,2022-10-09 17:00:00,2022-06-10 23:00:00,20:44:00,Bhopal,119,DOMESTIC VIOLENCE,26,M,Blunt Object,Violent Crime,10,No,,2022,6,Friday,0
24241,2022-10-09 20:00:00,2022-07-10 00:00:00,04:22:00,Bhopal,323,ROBBERY,37,M,Unknown,Violent Crime,13,No,,2022,7,Sunday,0
24242,2022-10-09 22:00:00,2022-07-10 01:00:00,20:56:00,Delhi,305,KIDNAPPING,46,M,Other,Other Crime,2,No,,2022,7,Sunday,0
24243,2022-10-07 04:00:00,2022-07-10 02:00:00,23:20:00,Chennai,502,TRAFFIC VIOLATION,48,M,Blunt Object,Traffic Fatality,15,Yes,2022-10-31 04:00:00,2022,7,Sunday,113
24244,2022-10-08 16:00:00,2022-07-10 03:00:00,01:08:00,Mumbai,580,PUBLIC INTOXICATION,52,M,Knife,Other Crime,1,Yes,2022-10-22 16:00:00,2022,7,Sunday,104
24245,2022-10-07 09:00:00,2022-07-10 04:00:00,04:24:00,Bangalore,240,TRAFFIC VIOLATION,50,F,Firearm,Traffic Fatality,19,No,,2022,7,Sunday,0
24246,2022-10-07 12:00:00,2022-07-10 05:00:00,07:57:00,Hyderabad,103,BURGLARY,11,M,Blunt Object,Other Crime,8,Yes,2023-02-01 12:00:00,2022,7,Sunday,206
